date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:39	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/fontawesome-webfont3e6e.svg	(from https://ozod.hasnaanajmi.co/css/font-awesome.min.css)
13:57:40	1304/1304	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/flaticon.css	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/flaticon.css	(from https://ozod.hasnaanajmi.co/index.html)
13:57:41	6951/6951	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/css/magnific-popup.css	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/css/magnific-popup.css	(from https://ozod.hasnaanajmi.co/index.html)
13:57:41	35868/35868	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/css/main.css	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/css/main.css	(from https://ozod.hasnaanajmi.co/index.html)
13:57:41	68579/68579	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/about.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/about.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:41	27553/27553	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/portfolio/item-1.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/portfolio/item-1.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:42	76584/76584	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/portfolio/item-2.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/portfolio/item-2.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:43	22542/22542	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/portfolio/item-3.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/portfolio/item-3.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:43	58527/58527	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/portfolio/item-4.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/portfolio/item-4.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:43	13470/13470	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/portfolio/item-5.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/portfolio/item-5.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:44	38093/38093	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/portfolio/item-6.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/portfolio/item-6.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:44	55663/55663	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/blog/1.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/blog/1.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:44	12658/12658	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/blog-single.html	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/blog-single.html	(from https://ozod.hasnaanajmi.co/index.html)
13:57:45	92378/92378	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/blog/2.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/blog/2.jpg	(from https://ozod.hasnaanajmi.co/index.html)
13:57:45	6262/6262	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/blog.html	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/blog.html	(from https://ozod.hasnaanajmi.co/index.html)
13:57:46	43009/43009	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/js/particles.js	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/js/particles.js	(from https://ozod.hasnaanajmi.co/index.html)
13:57:46	2526/2526	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/js/app.js	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/js/app.js	(from https://ozod.hasnaanajmi.co/index.html)
13:57:46	3949/3949	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/js/typed.js	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/js/typed.js	(from https://ozod.hasnaanajmi.co/index.html)
13:57:47	3990/3990	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/js/jquery.easypiechart.min.js	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/js/jquery.easypiechart.min.js	(from https://ozod.hasnaanajmi.co/index.html)
13:57:48	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/js/jquery.magnific-popup.min.js	(from https://ozod.hasnaanajmi.co/index.html)
13:57:48	4162/4162	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/css/demo2.css	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/css/demo2.css	(from https://ozod.hasnaanajmi.co/index2.html)
13:57:48	1641/1641	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/css/colors/blue_color.css	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/css/colors/blue_color.css	(from https://ozod.hasnaanajmi.co/index2.html)
13:57:49	2526/2526	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/js/app2.js	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/js/app2.js	(from https://ozod.hasnaanajmi.co/index2.html)
13:57:49	49888/49888	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/about2.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/about2.jpg	(from https://ozod.hasnaanajmi.co/index2.html)
13:57:49	5198/5198	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/Flaticon.eot	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/Flaticon.eot	(from https://ozod.hasnaanajmi.co/fonts/flaticon.css)
13:57:50	5198/5198	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/Flaticon.eot?	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/Flaticond41d.eot	(from https://ozod.hasnaanajmi.co/fonts/flaticon.css)
13:57:50	2684/2684	---M--	200	added ('OK')	font/woff2	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/Flaticon.woff2	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/Flaticon.woff2	(from https://ozod.hasnaanajmi.co/fonts/flaticon.css)
13:57:50	3332/3332	---M--	200	added ('OK')	font/woff	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/Flaticon.woff	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/Flaticon.woff	(from https://ozod.hasnaanajmi.co/fonts/flaticon.css)
13:57:50	5020/5020	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/Flaticon.ttf	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/Flaticon.ttf	(from https://ozod.hasnaanajmi.co/fonts/flaticon.css)
13:57:51	27109/27109	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/fonts/Flaticon.svg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/fonts/Flaticon.svg	(from https://ozod.hasnaanajmi.co/fonts/flaticon.css)
13:57:52	11142/11142	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/css/inner-pages.css	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/css/inner-pages.css	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:53	68579/68579	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/main-img.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/main-img.jpg	(from https://ozod.hasnaanajmi.co/css/main.css)
13:57:54	25135/25135	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/blog/5.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/blog/5.jpg	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:54	5381/5381	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/comments/1.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/comments/1.jpg	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:54	3781/3781	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/comments/2.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/comments/2.jpg	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:54	2990/2990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/comments/3.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/comments/3.jpg	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:55	78786/78786	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/blog/4.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/blog/4.jpg	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:55	267621/267621	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/blog/3.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/blog/3.jpg	(from https://ozod.hasnaanajmi.co/blog-single.html)
13:57:56	49888/49888	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/main-img2.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/main-img2.jpg	(from https://ozod.hasnaanajmi.co/css/demo2.css)
13:57:57	198611/198611	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2017:59:40%20GMT	https://ozod.hasnaanajmi.co/images/blog/blog-bg.jpg	C:/My%20Web%20Sites/ozod/ozod.hasnaanajmi.co/images/blog/blog-bg.jpg	(from https://ozod.hasnaanajmi.co/css/inner-pages.css)
